0,0,37,0,1
0,0,38,0,1
0,0,39,0,1
0,0,40,0,1
0,0,41,0,1
0,0,42,0,1
0,0,43,0,1
0,0,44,0,1
0,0,45,0,1
0,0,46,0,1
0,0,47,0.00762963,1.00763
0,0,48,0.00740741,1.00741
0,0,49,0.00807407,1.00807
0,0,50,0.00492593,1.00493
0,0,51,0,1
0,0,52,0,1
0,1,37,0,1
0,1,38,0,1
0,1,39,0,1
0,1,40,0,1
0,1,41,0,1
0,1,42,0,1
0,1,43,0,1
0,1,44,0,1
0,1,45,0,1
0,1,46,0,1
0,1,47,0.0112037,1.0112
0,1,48,0.00803704,1.00804
0,1,49,0.00440741,1.00441
0,1,50,0.00394444,1.00394
0,1,51,0,1
0,1,52,0,1
0,2,37,0,1
0,2,38,0,1
0,2,39,0,1
0,2,40,0,1
0,2,41,0,1
0,2,42,0,1
0,2,43,0,1
0,2,44,0,1
0,2,45,0,1
0,2,46,0,1
0,2,47,0.0118704,1.01187
0,2,48,0.00575926,1.00576
0,2,49,0.00424074,1.00424
0,2,50,0.00616667,1.00617
0,2,51,0,1
0,2,52,0,1
0,3,37,0,1
0,3,38,0,1
0,3,39,0,1
0,3,40,0,1
0,3,41,0,1
0,3,42,0,1
0,3,43,0,1
0,3,44,0,1
0,3,45,0,1
0,3,46,0,1
0,3,47,0.00709259,1.00709
0,3,48,0.00655556,1.00656
0,3,49,0.00646296,1.00646
0,3,50,0.00703704,1.00704
0,3,51,0,1
0,3,52,0,1
0,4,37,0,1
0,4,38,0,1
0,4,39,0,1
0,4,40,0,1
0,4,41,0,1
0,4,42,0,1
0,4,43,0,1
0,4,44,0,1
0,4,45,0,1
0,4,46,0,1
0,4,47,0.00898148,1.00898
0,4,48,0.00561111,1.00561
0,4,49,0.0072037,1.0072
0,4,50,0.0105741,1.01057
0,4,51,0,1
0,4,52,0,1
0,5,37,0,1
0,5,38,0,1
0,5,39,0,1
0,5,40,0,1
0,5,41,0,1
0,5,42,0,1
0,5,43,0,1
0,5,44,0,1
0,5,45,0,1
0,5,46,0,1
0,5,47,0.0106852,1.01069
0,5,48,0.00564815,1.00565
0,5,49,0.00601852,1.00602
0,5,50,0.00864815,1.00865
0,5,51,0,1
0,5,52,0,1
0,6,37,0,1
0,6,38,0,1
0,6,39,0,1
0,6,40,0,1
0,6,41,0,1
0,6,42,0,1
0,6,43,0,1
0,6,44,0,1
0,6,45,0,1
0,6,46,0,1
0,6,47,0.00883333,1.00883
0,6,48,0.00522222,1.00522
0,6,49,0.00725926,1.00726
0,6,50,0.00533333,1.00533
0,6,51,0,1
0,6,52,0,1
0,7,37,0,1
0,7,38,0,1
0,7,39,0,1
0,7,40,0,1
0,7,41,0,1
0,7,42,0,1
0,7,43,0,1
0,7,44,0,1
0,7,45,0,1
0,7,46,0,1
0,7,47,0.00942593,1.00943
0,7,48,0.00462963,1.00463
0,7,49,0.00392593,1.00393
0,7,50,0.00577778,1.00578
0,7,51,0,1
0,7,52,0,1
0,8,37,0,1
0,8,38,0,1
0,8,39,0,1
0,8,40,0,1
0,8,41,0,1
0,8,42,0,1
0,8,43,0,1
0,8,44,0,1
0,8,45,0,1
0,8,46,0,1
0,8,47,0.00624074,1.00624
0,8,48,0.00661111,1.00661
0,8,49,0.0052963,1.0053
0,8,50,0.00503704,1.00504
0,8,51,0,1
0,8,52,0,1
0,9,37,0,1
0,9,38,0,1
0,9,39,0,1
0,9,40,0,1
0,9,41,0,1
0,9,42,0,1
0,9,43,0,1
0,9,44,0,1
0,9,45,0,1
0,9,46,0,1
0,9,47,0.00918519,1.00919
0,9,48,0.00872222,1.00872
0,9,49,0.00611111,1.00611
0,9,50,0.00585185,1.00585
0,9,51,0,1
0,9,52,0,1
0,10,37,0,1
0,10,38,0,1
0,10,39,0,1
0,10,40,0,1
0,10,41,0,1
0,10,42,0,1
0,10,43,0,1
0,10,44,0,1
0,10,45,0,1
0,10,46,0,1
0,10,47,0.00903704,1.00904
0,10,48,0.00757407,1.00757
0,10,49,0.00259259,1.00259
0,10,50,0.00627778,1.00628
0,10,51,0,1
0,10,52,0,1
0,11,37,0,1
0,11,38,0,1
0,11,39,0,1
0,11,40,0,1
0,11,41,0,1
0,11,42,0,1
0,11,43,0,1
0,11,44,0,1
0,11,45,0,1
0,11,46,0,1
0,11,47,0.00805556,1.00806
0,11,48,0.006,1.006
0,11,49,0.00746296,1.00746
0,11,50,0.00392593,1.00393
0,11,51,0,1
0,11,52,0,1
1,0,37,0.00868519,1.00869
1,0,38,0.00512963,1.00513
1,0,39,0.00468519,1.00469
1,0,40,0.00194444,1.00194
1,0,41,0.0277037,1.0277
1,0,42,0.0213333,1.02133
1,0,43,0.0368148,1.03681
1,0,44,0.0262593,1.02626
1,0,45,0.0181481,1.01815
1,0,46,0.012963,1.01296
1,0,47,0.0153148,1.01531
1,0,48,0.0075,1.0075
1,0,49,0.00855556,1.00856
1,0,50,0.00901852,1.00902
1,0,51,0,1
1,0,52,0,1
1,1,37,0.00790741,1.00791
1,1,38,0.00392593,1.00393
1,1,39,0.0035,1.0035
1,1,40,0.00192593,1.00193
1,1,41,0.026963,1.02696
1,1,42,0.0138519,1.01385
1,1,43,0.0331667,1.03317
1,1,44,0.0267593,1.02676
1,1,45,0.0227778,1.02278
1,1,46,0.0143148,1.01431
1,1,47,0.0132037,1.0132
1,1,48,0.00874074,1.00874
1,1,49,0.00603704,1.00604
1,1,50,0.00762963,1.00763
1,1,51,0,1
1,1,52,0,1
1,2,37,0.00533333,1.00533
1,2,38,0.00405556,1.00406
1,2,39,0.00488889,1.00489
1,2,40,0.00468519,1.00469
1,2,41,0.0211667,1.02115
1,2,42,0.0238889,1.02389
1,2,43,0.0311111,1.03111
1,2,44,0.0220741,1.02207
1,2,45,0.0169074,1.01691
1,2,46,0.0129259,1.01293
1,2,47,0.00618519,1.00619
1,2,48,0.00727778,1.00728
1,2,49,0.006,1.006
1,2,50,0.00614815,1.00615
1,2,51,0,1
1,2,52,0,1
1,3,37,0.00464815,1.00465
1,3,38,0.0042037,1.0042
1,3,39,0.00472222,1.00472
1,3,40,0.00303704,1.00304
1,3,41,0.0332222,1.03322
1,3,42,0.0185926,1.01859
1,3,43,0.0391667,1.03915
1,3,44,0.0218333,1.02183
1,3,45,0.0199259,1.01991
1,3,46,0.0135926,1.01359
1,3,47,0.0106481,1.01065
1,3,48,0.00766667,1.00767
1,3,49,0.00455556,1.00456
1,3,50,0.00844444,1.00844
1,3,51,0,1
1,3,52,0,1
1,4,37,0.00512963,1.00513
1,4,38,0.00483333,1.00483
1,4,39,0.00355556,1.00356
1,4,40,0.00190741,1.00191
1,4,41,0.0321852,1.03217
1,4,42,0.0175741,1.01757
1,4,43,0.0302593,1.03013
1,4,44,0.0301481,1.03007
1,4,45,0.0238889,1.02389
1,4,46,0.019537,1.01954
1,4,47,0.0123704,1.01237
1,4,48,0.0112407,1.01124
