2,1,1,2.6,26,10
1,2,1,2.1666666666666665,26,12
2,0,1,1.5,39,26
2,2,1,1.5,39,26
9,8,1,0.875,42,48
1,9,1,0.875,42,48
10,5,1,0.6190476190476191,26,42
6,10,1,0.9545454545454546,42,44
5,10,1,0.5909090909090909,26,44
4,10,1,0.9545454545454546,42,44
2,0,2,1.5,39,26
2,2,2,1.5,39,26
2,1,2,2.6,26,10
1,2,2,2.1666666666666665,26,12
9,8,2,0.5416666666666666,26,48
1,9,2,0.5416666666666666,26,48
9,1,2,0.5416666666666666,26,48
8,9,2,0.5416666666666666,26,48
9,7,2,0.875,42,48
2,9,2,0.875,42,48
9,2,2,0.875,42,48
7,9,2,0.875,42,48
2,0,3,1.5,39,26
2,2,3,1.5,39,26
2,1,3,2.6,26,10
1,2,3,2.1666666666666665,26,12
9,8,3,0.875,42,48
1,9,3,0.875,42,48
4,10,3,0.9545454545454546,42,44
10,5,3,0.6190476190476191,26,42
5,10,3,0.5909090909090909,26,44
6,10,3,0.9545454545454546,42,44
2,0,4,1.5,39,26
2,2,4,1.5,39,26
2,1,4,2.6,26,10
1,2,4,2.1666666666666665,26,12
9,8,4,0.5416666666666666,26,48
1,9,4,0.5416666666666666,26,48
9,1,4,0.5416666666666666,26,48
8,9,4,0.5416666666666666,26,48
10,4,4,0.6190476190476191,26,42
10,5,4,0.6190476190476191,26,42
10,6,4,0.6190476190476191,26,42
6,10,4,0.5909090909090909,26,44
5,10,4,0.5909090909090909,26,44
4,10,4,0.5909090909090909,26,44
2,0,5,1.5,39,26
2,2,5,1.5,39,26
2,1,5,2.6,26,10
1,2,5,2.1666666666666665,26,12
9,8,5,0.875,42,48
1,9,5,0.875,42,48
10,5,5,0.6190476190476191,26,42
6,10,5,0.9545454545454546,42,44
5,10,5,0.5909090909090909,26,44
4,10,5,0.9545454545454546,42,44
2,0,6,1.5,39,26
2,2,6,1.5,39,26
2,1,6,2.6,26,10
1,2,6,2.1666666666666665,26,12
9,1,6,0.5416666666666666,26,48
8,9,6,0.5416666666666666,26,48
9,8,6,0.5416666666666666,26,48
1,9,6,0.5416666666666666,26,48
10,4,6,0.6190476190476191,26,42
10,5,6,0.6190476190476191,26,42
10,6,6,0.6190476190476191,26,42
6,10,6,0.5909090909090909,26,44
5,10,6,0.5909090909090909,26,44
4,10,6,0.5909090909090909,26,44
2,1,7,2.6,26,10
1,2,7,2.1666666666666665,26,12
2,0,7,1.5,39,26
2,2,7,1.5,39,26
9,8,7,0.875,42,48
1,9,7,0.875,42,48
10,5,7,0.5416666666666666,26,48
6,10,7,0.9545454545454546,42,44
5,10,7,0.5416666666666666,26,48
4,10,7,0.9545454545454546,42,44
2,1,8,2.6,26,10
1,2,8,2.1666666666666665,26,12
2,0,8,1.5,39,26
2,2,8,1.5,39,26
9,8,8,0.5416666666666666,26,48
1,9,8,0.5416666666666666,26,48
9,1,8,0.5416666666666666,26,48
8,9,8,0.5416666666666666,26,48
10,4,8,0.6190476190476191,26,42
10,5,8,0.5416666666666666,26,48
10,6,8,0.6190476190476191,26,42
6,10,8,0.5909090909090909,26,44
5,10,8,0.5416666666666666,26,48
4,10,8,0.5909090909090909,26,44
2,0,9,1.5,39,26
2,2,9,1.5,39,26
2,1,9,2.6,26,10
1,2,9,2.1666666666666665,26,12
3,10,9,0.9545454545454546,42,44
7,10,9,0.9545454545454546,42,44
10,5,9,0.5416666666666666,26,48
5,10,9,0.5416666666666666,26,48
2,0,10,1.5,39,26
2,2,10,1.5,39,26
2,1,10,2.6,26,10
1,2,10,2.1666666666666665,26,12
9,8,10,0.875,42,48
1,9,10,0.875,42,48
9,1,10,0.875,42,48
8,9,10,0.875,42,48
10,7,10,0.6190476190476191,26,42
3,10,10,0.5909090909090909,26,44
10,6,10,0.5416666666666666,26,48
4,10,10,0.5416666666666666,26,48
10,3,10,0.6190476190476191,26,42
10,5,10,0.5416666666666666,26,48
10,4,10,0.5416666666666666,26,48
7,10,10,0.5909090909090909,26,44
5,10,10,0.5416666666666666,26,48
6,10,10,0.5416666666666666,26,48
2,0,11,1.5,39,26
2,2,11,1.5,39,26
2,1,11,2.6,26,10
1,2,11,2.1666666666666665,26,12
3,10,11,0.9545454545454546,42,44
7,10,11,0.9545454545454546,42,44
10,5,11,0.5416666666666666,26,48
5,10,11,0.5416666666666666,26,48
2,0,12,1.5,39,26
2,2,12,1.5,39,26
2,1,12,2.6,26,10
1,2,12,2.1666666666666665,26,12
9,8,12,0.875,42,48
1,9,12,0.875,42,48
9,1,12,0.875,42,48
8,9,12,0.875,42,48
10,7,12,0.6190476190476191,26,42
3,10,12,0.5909090909090909,26,44
10,3,12,0.6190476190476191,26,42
7,10,12,0.5909090909090909,26,44
10,4,12,0.875,42,48
10,5,12,0.5416666666666666,26,48
10,6,12,0.875,42,48
6,10,12,0.875,42,48
5,10,12,0.5416666666666666,26,48
4,10,12,0.875,42,48
2,0,13,1.5,39,26
2,2,13,1.5,39,26
2,1,13,2.6,26,10
1,2,13,2.1666666666666665,26,12
10,7,13,0.875,42,48
3,10,13,0.875,42,48
10,3,13,0.875,42,48
7,10,13,0.875,42,48
10,5,13,0.875,42,48
5,10,13,0.875,42,48
2,0,14,1.5,39,26
2,2,14,1.5,39,26
2,1,14,2.6,26,10
1,2,14,2.1666666666666665,26,12
10,7,14,0.5416666666666666,26,48
3,10,14,0.5416666666666666,26,48
10,6,14,0.875,42,48
4,10,14,0.875,42,48
10,3,14,0.5416666666666666,26,48
10,5,14,0.875,42,48
10,4,14,0.875,42,48
7,10,14,0.5416666666666666,26,48
5,10,14,0.875,42,48
6,10,14,0.875,42,48
2,0,15,1.5,39,26
2,2,15,1.5,39,26
2,1,15,2.6,26,10
1,2,15,2.1666666666666665,26,12
9,0,15,0.5416666666666666,26,48
9,9,15,0.5416666666666666,26,48
10,5,15,0.875,42,48
5,10,15,0.875,42,48
2,0,16,1.5,39,26
2,2,16,1.5,39,26
2,1,16,2.6,26,10
1,2,16,2.1666666666666665,26,12
9,0,16,0.5416666666666666,26,48
9,9,16,0.5416666666666666,26,48
10,7,16,0.875,42,48
3,10,16,0.875,42,48
10,6,16,0.875,42,48
4,10,16,0.875,42,48
10,3,16,0.875,42,48
10,5,16,0.875,42,48
10,4,16,0.875,42,48
7,10,16,0.875,42,48
5,10,16,0.875,42,48
6,10,16,0.875,42,48
2,0,17,1.5,39,26
2,2,17,1.5,39,26
2,1,17,2.6,26,10
1,2,17,2.1666666666666665,26,12
9,0,17,0.5416666666666666,26,48
9,9,17,0.5416666666666666,26,48
10,5,17,0.875,42,48
5,10,17,0.875,42,48
2,0,18,1.5,39,26
2,2,18,1.5,39,26
2,1,18,2.6,26,10
1,2,18,2.1666666666666665,26,12
9,0,18,0.5416666666666666,26,48
9,9,18,0.5416666666666666,26,48
10,7,18,0.875,42,48
3,10,18,0.875,42,48
10,3,18,0.875,42,48
7,10,18,0.875,42,48
10,6,18,0.875,42,48
4,10,18,0.875,42,48
10,4,18,0.875,42,48
10,5,18,0.875,42,48
6,10,18,0.875,42,48
5,10,18,0.875,42,48
2,0,19,1.5,39,26
2,2,19,1.5,39,26
2,1,19,2.6,26,10
1,2,19,2.1666666666666665,26,12
9,0,19,0.875,42,48
9,9,19,0.875,42,48
10,8,19,0.6190476190476191,26,42
2,10,19,0.5909090909090909,26,44
10,2,19,0.6190476190476191,26,42
8,10,19,0.5909090909090909,26,44
10,5,19,0.875,42,48
5,10,19,0.875,42,48
2,0,20,1.5,39,26
2,2,20,1.5,39,26
2,1,20,2.6,26,10
1,2,20,2.1666666666666665,26,12
9,0,20,0.5416666666666666,26,48
9,9,20,0.5416666666666666,26,48
10,8,20,0.6190476190476191,26,42
2,10,20,0.5909090909090909,26,44
10,2,20,0.6190476190476191,26,42
8,10,20,0.5909090909090909,26,44
10,7,20,0.875,42,48
3,10,20,0.875,42,48
10,3,20,0.875,42,48
7,10,20,0.875,42,48
10,5,20,0.875,42,48
5,10,20,0.875,42,48
2,0,21,1.5,39,26
2,2,21,1.5,39,26
2,1,21,2.6,26,10
1,2,21,2.1666666666666665,26,12
9,0,21,0.875,42,48
9,9,21,0.875,42,48
2,10,21,0.9545454545454546,42,44
8,10,21,0.9545454545454546,42,44
10,5,21,0.875,42,48
5,10,21,0.875,42,48
2,0,22,1.5,39,26
2,2,22,1.5,39,26
2,1,22,2.6,26,10
1,2,22,2.1666666666666665,26,12
9,0,22,0.5416666666666666,26,48
9,9,22,0.5416666666666666,26,48
10,8,22,0.6190476190476191,26,42
2,10,22,0.5909090909090909,26,44
10,2,22,0.6190476190476191,26,42
8,10,22,0.5909090909090909,26,44
10,7,22,0.875,42,48
3,10,22,0.875,42,48
10,3,22,0.875,42,48
7,10,22,0.875,42,48
10,5,22,0.875,42,48
5,10,22,0.875,42,48
2,0,23,1.5,39,26
2,2,23,1.5,39,26
2,1,23,2.6,26,10
1,2,23,2.1666666666666665,26,12
9,0,23,0.875,42,48
9,9,23,0.875,42,48
10,8,23,0.875,42,48
2,10,23,0.875,42,48
10,2,23,0.875,42,48
8,10,23,0.875,42,48
10,5,23,0.875,42,48
5,10,23,0.875,42,48
2,0,24,1.5,39,26
2,2,24,1.5,39,26
2,1,24,2.6,26,10
1,2,24,2.1666666666666665,26,12
9,0,24,0.875,42,48
9,9,24,0.875,42,48
10,8,24,0.5416666666666666,26,48
2,10,24,0.5416666666666666,26,48
10,2,24,0.5416666666666666,26,48
8,10,24,0.5416666666666666,26,48
10,5,24,0.875,42,48
5,10,24,0.875,42,48
2,0,25,1.5,39,26
2,2,25,1.5,39,26
2,1,25,2.6,26,10
1,2,25,2.1666666666666665,26,12
9,0,25,0.875,42,48
9,9,25,0.875,42,48
11,7,25,2.1666666666666665,26,12
4,11,25,2.6,26,10
11,4,25,2.1666666666666665,26,12
7,11,25,2.6,26,10
2,0,26,1.5,39,26
2,2,26,1.5,39,26
2,1,26,2.6,26,10
1,2,26,2.1666666666666665,26,12
9,0,26,0.875,42,48
9,9,26,0.875,42,48
10,8,26,0.875,42,48
2,10,26,0.875,42,48
10,2,26,0.875,42,48
8,10,26,0.875,42,48
2,0,27,1.5,39,26
2,2,27,1.5,39,26
2,1,27,2.6,26,10
1,2,27,2.1666666666666665,26,12
2,0,28,1.5,39,26
2,2,28,1.5,39,26
2,1,28,2.6,26,10
1,2,28,2.1666666666666665,26,12
10,8,28,0.875,42,48
2,10,28,0.875,42,48
10,2,28,0.875,42,48
8,10,28,0.875,42,48
2,0,29,2.6,26,10
2,1,29,2.6,26,10
10,4,29,0.875,42,48
10,5,29,0.875,42,48
2,2,29,1.1428571428571428,48,42
0,2,29,1.1428571428571428,48,42
7,10,29,0.9545454545454546,42,44
3,10,29,0.9545454545454546,42,44
3,1,30,1.0909090909090908,48,44
3,3,30,1.0909090909090908,48,44
3,2,30,0.9545454545454546,42,44
10,1,30,0.5416666666666666,26,48
10,10,30,0.5416666666666666,26,48
11,6,30,0.5416666666666666,26,48
1,3,30,2.1666666666666665,26,12
2,3,30,2.1666666666666665,26,12
9,11,30,0.5909090909090909,26,44
2,11,30,0.5909090909090909,26,44
7,12,30,2.6,26,10
5,12,30,2.6,26,10
2,0,31,2.6,26,10
2,1,31,2.6,26,10
11,3,31,2.1666666666666665,26,12
11,7,31,2.1666666666666665,26,12
2,2,31,1.1428571428571428,48,42
0,2,31,1.1428571428571428,48,42
0,9,31,0.5416666666666666,26,48
9,9,31,0.5416666666666666,26,48
2,10,31,0.9545454545454546,42,44
8,10,31,0.9545454545454546,42,44
5,10,31,0.5416666666666666,26,48
3,1,32,1.0909090909090908,48,44
3,3,32,1.0909090909090908,48,44
3,2,32,0.9545454545454546,42,44
10,1,32,0.5416666666666666,26,48
10,10,32,0.5416666666666666,26,48
11,6,32,0.5416666666666666,26,48
2,3,32,2.1666666666666665,26,12
1,3,32,2.1666666666666665,26,12
7,12,32,0.9545454545454546,42,44
5,12,32,0.9545454545454546,42,44
2,0,33,2.6,26,10
2,1,33,2.6,26,10
11,3,33,0.6190476190476191,26,42
11,7,33,0.6190476190476191,26,42
2,2,33,1.1428571428571428,48,42
0,2,33,1.1428571428571428,48,42
9,9,33,0.5416666666666666,26,48
0,9,33,0.5416666666666666,26,48
7,11,33,2.6,26,10
5,10,33,0.5416666666666666,26,48
4,11,33,2.6,26,10
3,1,34,1.0909090909090908,48,44
3,3,34,1.0909090909090908,48,44
3,2,34,0.9545454545454546,42,44
10,1,34,0.875,42,48
10,10,34,0.875,42,48
11,2,34,1.1428571428571428,48,42
11,10,34,1.1428571428571428,48,42
12,4,34,2.1666666666666665,26,12
12,5,34,1.6153846153846154,42,26
12,6,34,0.6190476190476191,26,42
2,3,34,2.1666666666666665,26,12
1,3,34,2.1666666666666665,26,12
1,11,34,0.5416666666666666,26,48
3,12,34,1.6153846153846154,42,26
10,11,34,0.5416666666666666,26,48
4,12,34,1.0909090909090908,48,44
9,12,34,1.6153846153846154,42,26
8,12,34,1.0909090909090908,48,44
6,12,34,0.5416666666666666,26,48
2,0,35,2.6,26,10
2,1,35,2.6,26,10
11,1,35,1.8461538461538463,48,26
11,9,35,1.8461538461538463,48,26
12,3,35,2.1666666666666665,26,12
12,4,35,3.5,42,12
11,5,35,0.875,42,48
2,2,35,1.1428571428571428,48,42
0,2,35,1.1428571428571428,48,42
10,10,35,0.5909090909090909,26,44
0,10,35,0.5909090909090909,26,44
9,11,35,1.6153846153846154,42,26
2,11,35,1.6153846153846154,42,26
6,11,35,0.875,42,48
7,12,35,2.6,26,10
5,11,35,0.875,42,48
5,12,35,2.6,26,10
3,1,36,1.0909090909090908,48,44
3,3,36,1.0909090909090908,48,44
3,2,36,0.9545454545454546,42,44
11,1,36,0.875,42,48
12,2,36,1.8461538461538463,48,26
11,11,36,0.875,42,48
12,11,36,1.8461538461538463,48,26
13,4,36,2.1666666666666665,26,12
13,5,36,1.6153846153846154,42,26
13,9,36,1.6153846153846154,42,26
13,10,36,2.1666666666666665,26,12
13,6,36,1.1428571428571428,48,42
13,8,36,1.1428571428571428,48,42
2,3,36,2.1666666666666665,26,12
